,t,z,r,vz,vr,dvz,dvr
0,0.0,40.0,40.0,0.0,0.0,0.0,0.0
1,0.0010000000000000098,63.76007366582769,30.712728448950884,-0.0018805735650318193,0.00030443212253557374,23760.07366582769,-9287.271551049116
2,0.001999999999999543,96.78874596277777,25.02675392211404,-0.002249256127857186,7.023028313616243e-05,33028.67229695008,-5685.974526836844
3,0.0030000000000001094,137.35129103276975,22.169538923792402,-0.0020225847002759644,-0.00013718858698057713,40562.54506999198,-2857.214998321638
4,0.004000000000000473,179.25206914462242,21.368712402569713,-0.0010790812925725037,-0.000282096402821817,41900.77811185268,-800.8265212226889
5,0.004999999999998871,216.44292511467694,21.759591119229754,9.747328118387418e-05,-0.00032951067075343466,37190.855970054516,390.87871666004054
6,0.005999999999997269,247.1488308505743,22.632233308185505,0.0010415553940158627,-0.00029433277480893637,30705.905735897377,872.6421889557515
7,0.006999999999995667,272.3851226678429,23.620690575547087,0.0016381166564717858,-0.00021456588068454664,25236.29181726858,988.4572673615822
8,0.007999999999994878,293.568274017633,24.59194078735959,0.0019436369033860575,-0.00011491978687797341,21183.15134979008,971.2502118125032
9,0.008999999999997612,311.7328471275865,25.52242424073961,0.0020373104220446684,-1.2411167063646207e-05,18164.57310995355,930.4834533800204
10,0.010000000000000347,327.5475198946121,26.42509049194973,0.0019813708790548047,8.165594831215724e-05,15814.67276702557,902.6662512101211
11,0.011000000000003082,341.4148408883561,27.318856788660014,0.001839159471316764,0.00016834015977313982,13867.320993743988,893.7662967102823
12,0.012000000000005817,353.6008332213196,28.219453891980947,0.0016406167762132056,0.0002460292642101316,12185.992332963508,900.5971033209336
13,0.013000000000008552,364.30141861569695,29.138422029726826,0.0014167083136161869,0.0003098078726597368,10700.585394377356,918.9681377458782
14,0.014000000000011286,373.683268780892,30.077769648917183,0.0011855442681613726,0.0003671990738992529,9381.850165195034,939.3476191903574
15,0.015000000000014021,381.8959570996937,31.040185978413092,0.0009612350044526054,0.000412805148462701,8212.688318801725,962.4163294959088
16,0.016000000000013503,389.07438200978856,32.02217309591879,0.0007497518637759335,0.0004508466328014506,7178.424910094862,981.9871175056961
17,0.017000000000007565,395.33979121948664,33.024457257403355,0.0005563972474692053,0.00048276904540248675,6265.409209698078,1002.2841614845674
18,0.018000000000001626,400.8129093996863,34.039532236995,0.00038143906586450804,0.0005115827886347514,5473.118180199663,1015.0749795916454
19,0.018999999999995687,405.5915283048157,35.07050499050547,0.00022540405465567258,0.0005356994017387877,4778.618905129406,1030.9727535104685
20,0.019999999999989748,409.7681819782644,36.114068642191114,8.627635057190335e-05,0.0005567250163980773,4176.653673448698,1043.5636516856448
21,0.02099999999998381,413.42277815457464,37.1664598319926,-3.5916386969208094e-05,0.000575780977205713,3654.596176310236,1052.391189801483
