,t,z,r,vz,vr,dvz,dvr
0,0.0,40.0,40.0,0.0,0.0,0.0,0.0
1,0.0010000000000000098,58.240287404546734,27.2101850935494,-0.0013858135381645423,0.00022975707726906306,18240.287404546736,-12789.814906450601
2,0.001999999999999543,84.29597502820462,19.476241600839103,-0.0016828936756852946,8.078922244637045e-05,26055.687623657886,-7733.943492710296
3,0.0030000000000001094,124.44828794144681,15.036631324568475,-0.0016835005107983863,-4.296342576887117e-05,40152.31291324218,-4439.610276270628
4,0.004000000000000473,175.48908978795563,13.15723626516774,-0.0009017751998041334,-0.00012977841642092678,51040.80184650883,-1879.3950594007356
5,0.004999999999998871,218.35467724290638,12.757507503160468,0.00014334164642340838,-0.00014790091628038305,42865.58745495074,-399.72876200727114
6,0.005999999999997269,247.6053844451,12.65037964926671,0.0008330683600635697,-0.0001252991333165502,29250.70720219361,-107.12785389375767
7,0.006999999999995667,269.4004205369675,12.41485992483888,0.0012365395989436128,-9.114328543079718e-05,21795.036091867503,-235.51972442783153
8,0.007999999999994878,288.05487166029377,12.019405732240216,0.001470301744788719,-5.39092861082952e-05,18654.451123326282,-395.4541925986632
9,0.008999999999997612,306.0626213872565,11.525889643161008,0.0015788419922342,-1.653378988582895e-05,18007.749726962742,-493.5160890792076
10,0.010000000000000347,324.5154098659437,11.009185648828407,0.0015598567104902156,1.885708918968414e-05,18452.788478687184,-516.7039943326017
11,0.011000000000003082,343.3353178635744,10.545832348059548,0.0014090563406415457,5.0434770204362655e-05,18819.907997630708,-463.3533007688584
12,0.012000000000005817,361.31242113829745,10.187624877281337,0.0011485643172033475,7.476764539852924e-05,17977.10327472305,-358.2074707782113
13,0.013000000000008552,377.10870110803955,9.94148370794187,0.0008428503342201958,9.076499501866962e-05,15796.279969742103,-246.14116933946661
14,0.014000000000011286,389.7674941558648,9.77890385219871,0.0005572581282949414,9.914207421917847e-05,12658.793047825271,-162.5798557431608
15,0.015000000000014021,399.3374923014843,9.660059812239638,0.0003258238917765984,0.00010287357352454627,9569.99814561948,-118.84403995907178
16,0.016000000000013503,406.349244231548,9.554357591084909,0.00015095754192755541,0.00010304526610050285,7011.751930063724,-105.70222115472916
17,0.017000000000007565,411.43185358241004,9.457055910776944,2.3005767516210822e-05,0.00010309632117682235,5082.609350862014,-97.30168030796449
18,0.018000000000001626,415.1181877020636,9.351359689119136,-7.017492462311039e-05,0.00010178491871354057,3686.3341196535657,-105.69622165780856
19,0.018999999999995687,417.81065855542374,9.240728713514955,-0.0001379834176766922,9.993740600394652e-05,2692.4708533601347,-110.630975604181
20,0.019999999999989748,419.7646410350418,9.127637897755449,-0.0001870140294469662,9.83458854784891e-05,1953.9824796180483,-113.09081575950586
21,0.02099999999998381,421.17992101379093,9.010168073423529,-0.00022236031556960897,9.677066069766453e-05,1415.2799787491404,-117.46982433191988
22,0.02199999999997787,422.23358202182635,8.894478849527786,-0.00024893996262409767,9.52647642782382e-05,1053.6610080354194,-115.68922389574254
23,0.022999999999971932,422.9856583676106,8.762981514405851,-0.0002674378199988757,9.326054983206331e-05,752.0763457842463,-131.49733512193507
24,0.023999999999965993,423.57623090131,8.641039938465724,-0.00028202568750821934,9.185669897755484e-05,590.572533699401,-121.94157594012722
25,0.024999999999960054,424.0063872563324,8.546202895676288,-0.0002926922104264866,9.075107692155087e-05,430.1563550224046,-94.83704278943605
26,0.025999999999954115,424.34386655110524,8.455145661285997,-0.00030073213930390555,8.937001308780041e-05,337.47929477283384,-91.05723439029134
27,0.026999999999948177,424.60258557324187,8.326792201254534,-0.0003072042071110991,8.751331993909818e-05,258.71902213663134,-128.35346003146242
28,0.027999999999942238,424.775771733136,8.1904940353553,-0.00031156048984517804,8.594123469973424e-05,173.18615989415775,-136.29816589923394
29,0.0289999999999363,424.88993620158914,8.06177354672684,-0.0003144312093747363,8.445457303265915e-05,114.16446845311157,-128.72048862845986
30,0.02999999999993036,424.9682194912165,7.94426090051968,-0.00031639958420954004,8.309648795290797e-05,78.28328962733622,-117.51264620716029
31,0.03099999999992442,425.0216636134788,7.83819689189113,-0.000317743355018367,8.187027342041276e-05,53.44412226230588,-106.06400862855025
32,0.03199999999991848,425.0580680960542,7.742656171207273,-0.00031865867404380047,8.076548034025722e-05,36.40448257544904,-95.54072068385722
33,0.032999999999912544,425.08283367594083,7.656548210204278,-0.00031928134875952894,7.976964554717874e-05,24.765579886604883,-86.10796100299467
